X,Y,OBJECTID,Process_ID,Project,County,Quad,Col_Date,Mvmnt_Date,SM_State,SM_Rate_1,SM_Mat_1,SM_Type_1,SM_Rate_2,SM_Mat_2,SM_Type_2,Slp_Config,Fatalities,Confidence,MapMethod,GlobalID,SHAPE
312476.987500437,190060.862072069,106967,202105170501,Landslide Hazard Mapping,Rutherford,,2021/05/17,,Inactive,,Debris,Flow,,,,,,,,{7A2EC504-7AF9-48FA-B548-EE66B5257958},
331303.570415399,241048.772830545,106968,202105190510,Landslide Hazard Mapping,Mitchell,,2021/05/19,,Inactive,,,Slide,,,,Unmodified,,,,{9C40A3CC-4D12-46DB-A6F0-C1AC29BFB1AE},
314097.054590637,189359.567169845,107367,202106040506,Landslide Hazard Mapping,Rutherford,,2021/06/04,,Inactive,,Debris,Slide,,,,Unmodified,,,,{4CF33568-0BD9-4708-B0F6-51B1EE0BF14D},
313941.199846572,189453.480681825,107368,202106040509,Landslide Hazard Mapping,Rutherford,,2021/06/04,,Inactive,,Debris,Slide,,,,Unmodified,,,,{3434A654-1DE2-454D-9C08-F599CFD69EE8},
313580.883176046,189795.670333283,107369,202106040512,Landslide Hazard Mapping,Rutherford,,2021/06/04,,Inactive,,,Slide,,,,Unmodified,,,,{8B2C80D5-0268-4F13-842D-FABB59DD2877},
316333.158670707,189310.595225262,107370,202106040515,Landslide Hazard Mapping,Rutherford,,2021/06/04,,Inactive,,Rock,Slide,,,,Unmodified,,,,{8C762054-E84A-45C7-B864-96535F22A02A},
316486.221253079,189356.333877297,107371,202106040518,Landslide Hazard Mapping,Rutherford,,2021/06/04,,Inactive,,Debris,Slide,,,,Unmodified,,,,{D9D8B127-3CFC-40A0-B7BA-8D5FE28328D7},
314915.816517687,189476.771484779,107372,202106040523,Landslide Hazard Mapping,Rutherford,,2021/06/04,,Inactive,,Debris,Slide,,,,Road embankment,,,,{8A09DC7C-0996-4DBA-BE43-0A039552BA58},
316768.71199436,189883.705533573,107373,202106070502,Landslide Hazard Mapping,Rutherford,,2021/06/07,,Inactive,,Rock,Slide,,,,Unmodified,,,,{221FC784-0607-41A4-8BB9-E1809BFDCA44},
316701.296146477,189329.495768618,107374,202106070505,Landslide Hazard Mapping,Rutherford,,2021/06/07,,Inactive,,Debris,Slide,,,,Stream bank,,,,{0EE886F4-DECD-4B9C-87F7-E5B7F47559C3},
316916.083117363,189335.117101708,107375,202106070508,Landslide Hazard Mapping,Rutherford,,2021/06/07,,Inactive,,Debris,Slide,,,,Stream bank,,,,{8C397CC3-C95B-452E-87E4-FEE984D56D9E},
316885.175092103,189318.270091262,107376,202106070509,Landslide Hazard Mapping,Rutherford,,2021/06/07,,Inactive,,Debris,Slide,,,,Stream bank,,,,{7520AAD4-3E1D-4E71-9CD2-6028B70ACEE0},
316982.773086878,189295.267157564,107377,202106070513,Landslide Hazard Mapping,Rutherford,,2021/06/07,,Inactive,,Debris,Slide,,,,Stream bank,,,,{25F5D836-76B8-497F-9CEF-9EA00933489E},
316800.710802963,189402.147846002,107378,202106070511,Landslide Hazard Mapping,Rutherford,,2021/06/07,,Inactive,,Debris,Slide,,,,Stream bank,,,,{4B5E0D51-BEC5-4FCD-AB4D-90AA7450B44F},
317006.247971828,189682.352112014,107379,202106070516,Landslide Hazard Mapping,Rutherford,,2021/06/07,,Inactive,,Rock,Slide,,,,Unmodified,,,,{E8E691CD-E7FC-4C72-93A0-42174B55A412},
317040.255725112,189662.48001259,107380,202106070518,Landslide Hazard Mapping,Rutherford,,2021/06/07,,Inactive,,Rock,Slide,,,,Unmodified,,,,{0526AF71-8D07-460A-BB1D-0772F5A7F9D5},
316313.160695961,190194.17881646,107381,202106070520,Landslide Hazard Mapping,Rutherford,,2021/06/07,,Inactive,,Debris,Slide,,,,Stream bank,,,,{EF294924-59D2-45D2-A030-4BB2DFA25E09},
317788.670305915,189787.992613971,107382,202106070529,Landslide Hazard Mapping,Rutherford,,2021/06/07,,,,Debris,Flow,,,,Road embankment,,,,{C45C8C14-CD69-4E9B-90DC-DD1FC04C5CB2},
317969.545186672,190141.13539226,107383,202106070531,Landslide Hazard Mapping,Rutherford,,2021/06/07,,Inactive,,Debris,Slide,,,,Road embankment,,,,{457E5B03-6E68-4AAD-8E1F-5531717EB5A6},
318389.642670451,190001.360377274,107384,202106090502,Landslide Hazard Mapping,Rutherford,,2021/06/09,,,,,Slide,,,,Cut slope - Not road related,,,,{C72754F4-DD3E-4368-A41F-3ED4A4319EF8},
318474.508386026,190142.387768311,107385,202106090508,Landslide Hazard Mapping,Rutherford,,2021/06/09,,Inactive,,Debris,Slide,,,,Embankment - Not road related,,,,{C19F36F2-FC21-48AC-A579-99AA1392C49B},
318325.173092551,189892.450574001,107386,202106090510,Landslide Hazard Mapping,Rutherford,,2021/06/09,,Inactive,,Debris,Slide,,,,Stream bank,,,,{ADDD3591-0D1C-4F03-B667-69C8B084CE79},
318099.362465187,189898.060868474,107387,202106090512,Landslide Hazard Mapping,Rutherford,,2021/06/09,,Inactive,,,Slide,,,,Road cut,,,,{4A5C9D8C-B6D5-4C77-AFBD-3B040E0A1887},
317786.717299813,189339.141868595,107388,202106090517,Landslide Hazard Mapping,Rutherford,,2021/06/09,,,,Debris,Slide,,,,Cut slope - Not road related,,,,{FDBBED87-C7FD-48DD-95AF-5445111A9245},
353381.4255748,195519.198542221,107767,202105264001,Landslide Hazard Mapping,Rutherford,Sunshine,2021/05/26,,Inactive - dormant,,Debris,Slide - translational,,Debris,Slide - translational,Unmodified,,,,{1CBD237F-13E5-44AE-A16C-6CAB0BF58B61},
353237.483249183,195400.59150533,107768,202105264002,Landslide Hazard Mapping,Rutherford,Sunshine,2021/05/26,,Inactive - dormant,Very slow (>16 mm/yr),Debris,Slide - translational,,,,Unmodified,,,,{3B92D7A1-6F80-4ADE-8303-367F3C3D54AD},
353085.662198322,195344.454087123,107770,202105264003,Landslide Hazard Mapping,Rutherford,Sunshine,2021/05/26,,Inactive - dormant,,Debris,Slide - translational,,,,Unmodified,,,,{566E948A-2B31-451B-9366-6647A7DBFF3B},
353068.817142488,195455.819778476,107771,202105264005,Landslide Hazard Mapping,Rutherford,Sunshine,2021/05/26,,Inactive - dormant,Very slow (>16 mm/yr),Debris,Slide - translational,,Debris,Slide - translational,Unmodified,,,,{92CFF40B-A01A-4C45-B818-6299E331DD70},
352438.065295765,195400.196970442,107772,202105264006,Landslide Hazard Mapping,Rutherford,Sunshine,2021/05/26,2020/02/06,Active,Very rapid (>3 m/min),Debris,Flow,Very slow (>16 mm/yr),Debris,Slide,Unmodified,,,,{7D7D62DD-057D-47C6-A16E-7396397FFAC2},
319198.052694052,189504.339053847,108167,202106090520,Landslide Hazard Mapping,Rutherford,,2021/06/09,,,,,Slide,,,,Road cut,,,,{3BCBEB0A-C224-4258-946F-317F63460215},
318875.470521944,189714.267157493,108168,202106090522,Landslide Hazard Mapping,Rutherford,,2021/06/09,,,,Debris,Slide,,,,Stream bank,,,,{F59E815F-CD11-411B-832E-02FACC248456},
319365.435237446,189711.715364713,108169,202106090524,Landslide Hazard Mapping,Rutherford,,2021/06/09,,,,,Slide,,,,Road cut,,,,{98398130-E477-41B2-9990-191D27950A9B},
317186.3947935,189657.631620618,108170,202106100501,Landslide Hazard Mapping,Rutherford,,2021/06/10,,,,Debris,Slide,,,,Unmodified,,,,{C9D290EF-7B80-4374-A0F5-4642FB1E3539},
316100.733057395,188254.806833506,108171,202106100503,Landslide Hazard Mapping,Rutherford,,2021/06/10,,,,Debris,Slide,,,,Unmodified,,,,{DE35D782-1117-4D65-8F2A-C8CF16F4FC19},
316649.388361693,189024.173758952,108172,202106100506,Landslide Hazard Mapping,Rutherford,,2021/06/10,,,,Debris,Slide,,,,Unmodified,,,,{FDD754F2-CCAA-479B-8FD3-3546C9CA1910},
329640.44449675,183415.92749577,108175,202106110702,Landslide Hazard Mapping,Rutherford,,2021/06/11,,,,Earth,,,,,Road embankment,,,,{DC8607F6-3FE4-4D2B-8E2A-4F7FE9491BAD},
329681.994847168,183426.907782389,108176,202106110703,Landslide Hazard Mapping,Rutherford,,2021/06/11,,,,Earth,,,,,Road embankment,,,,{018EEED0-0A6A-4BF7-99E3-F68AB0F091BE},
329716.230632383,183856.31292858,108177,202106110704,Landslide Hazard Mapping,Rutherford,,2021/06/11,,,,Earth,,,,,Stream bank,,,,{D8D14366-2C48-47BC-9B2F-6BF609ECA01E},
328867.609800003,184891.434700001,108178,202106110705,Landslide Hazard Mapping,Rutherford,,2021/06/11,,,,Earth,,,,,Stream bank,,,,{D2BD5A73-2E48-45AF-91FD-0CE82CB8E98E},
324237.891082593,190584.043604368,108179,202106150001,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Debris,Slide,,,,Unmodified,,,,{89072B30-3AC4-4C9C-8E98-81615BCDAA74},
324013.134569583,190247.780183025,108180,202106150005,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Debris,Slide,,,,Road cut,,,,{2354F508-AFFA-4BB9-BC6A-8B50A3B86402},
323783.613312791,190181.182309996,108181,202106150007,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Debris,Slide,,,,Road cut,,,,{72DFAEAB-BF53-46EE-82EF-FDF3AE9DFB99},
323805.972376497,190156.740035107,108182,202106150008,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Debris,Slide,,,,Road embankment,,,,{DEFF701D-675A-48EE-B060-7C6A6850170D},
323785.249031772,190277.808412435,108183,202106150011,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Debris,Slide,,,,Unmodified,,,,{25DE27E9-306B-4B25-AFED-F1D7AF64D266},
323988.103543564,190508.065802637,108184,202106150013,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Debris,Slide,,,,Road cut,,,,{96E3148B-19CD-4E48-9174-56395B1746EA},
324042.142014224,191832.724249067,108185,202106150016,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Debris,Slide,,,,Road embankment,,,,{4DC29FAD-0E38-41D6-BF3E-207F09992576},
323823.632626282,191890.631228998,108186,202106150020,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Weathered rock,Slide,,,,Road cut,,,,{F9902A3A-204B-4522-9D25-B9F765B758E6},
316310.996523893,187666.56441428,108187,202106150514,Landslide Hazard Mapping,Rutherford,,2021/06/15,,Inactive,,Debris,Slide,,,,Road cut,,,,{0FE5FD11-919C-4D5B-9787-04BAE52080C6},
316435.885744846,187529.227605699,108188,202106150516,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Debris,Slide,,,,Unmodified,,,,{DB65020B-6606-40DB-BD3E-B733CB9DD8A4},
316378.297786458,187736.788040398,108189,202106150518,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Debris,Slide,,,,Stream bank,,,,{10E377BA-AAC6-4F90-AF56-11E1BBC95CF9},
316469.282758124,187762.696328836,108190,202106150520,Landslide Hazard Mapping,Rutherford,,2021/06/15,,Inactive,,Debris,Slide,,,,Stream bank,,,,{70DCC834-BC46-46FF-95BB-978DF6CA1936},
316633.555213777,187776.773890162,108191,202106150521,Landslide Hazard Mapping,Rutherford,,2021/06/15,,Active,,Debris,Slide,,,,Stream bank,,,,{CC767E72-8924-42B0-9EA4-E01F3FB66B24},
316611.012924806,187803.482321056,108192,202106150523,Landslide Hazard Mapping,Rutherford,,2021/06/15,,Active,,Debris,Slide,,,,Stream bank,,,,{868479CF-22CC-467C-9608-53A021A69B72},
316577.549796834,187792.509564288,108193,202106150524,Landslide Hazard Mapping,Rutherford,,2021/06/15,,Active,,Debris,Slide,,,,Stream bank,,,,{E256E494-89B1-4297-99CF-89877088D30D},
316539.673115819,187877.965366418,108194,202106150527,Landslide Hazard Mapping,Rutherford,,2021/06/15,,Active,,Debris,Slide,,,,Stream bank,,,,{061D219D-6E43-4681-984F-835773DD24D7},
316572.422519339,187863.967640948,108195,202106150526,Landslide Hazard Mapping,Rutherford,,2021/06/15,,Active,,Debris,Slide,,,,Stream bank,,,,{86C02C31-B3ED-4BBC-B5A9-9EB13A756C45},
316540.558879657,187806.16909259,108196,202106150525,Landslide Hazard Mapping,Rutherford,,2021/06/15,,Active,,Debris,Slide,,,,Stream bank,,,,{85982F31-FD1D-4F4F-89E3-F92B84743A11},
316650.624612467,187835.928540878,108197,202106150522,Landslide Hazard Mapping,Rutherford,,2021/06/15,,Active,,Debris,Slide,,,,Stream bank,,,,{480C5473-9813-469F-8450-28B8B7750DBC},
316189.386224025,188700.517866379,108198,202106150529,Landslide Hazard Mapping,Rutherford,,2021/06/15,,Inactive,,Debris,Slide,,,,Stream bank,,,,{A14F3678-ABA7-4F9B-9AC8-BD91AC15D367},
316154.862845637,188763.420204861,108199,202106150532,Landslide Hazard Mapping,Rutherford,,2021/06/15,,Inactive,,Debris,Slide,,,,Stream bank,,,,{82FC1864-2500-4D0A-9C9C-F0449612D9D0},
315355.696313449,188971.665411182,108200,202106150545,Landslide Hazard Mapping,Rutherford,,2021/06/15,,Inactive,,Debris,Slide,,,,Stream bank,,,,{5FAE7B39-E6EB-4882-B1D4-FF0D1ADAACA4},
315468.841092144,189149.732631866,108201,202106150547,Landslide Hazard Mapping,Rutherford,,2021/06/15,,Inactive,,Debris,Slide,,,,Stream bank,,,,{E5D33B85-E6E5-4315-A5F4-1623773B708D},
314128.495343696,187644.852151738,108202,202106160502,Landslide Hazard Mapping,Rutherford,,2021/06/16,,Active,,,Slide,,,,Unmodified,,,,{2585172D-83D8-48A8-92E0-B8D3B8E52E3F},
314227.146349123,187759.852301668,108203,202106160503,Landslide Hazard Mapping,Rutherford,,2021/06/16,,Active,,,Slide,,,,Unmodified,,,,{6948D5B9-4551-47C1-99D3-C057FEB76632},
314009.211185622,187880.607863085,108204,202106160505,Landslide Hazard Mapping,Rutherford,,2021/06/16,,Inactive,,Debris,Slide,,,,Stream bank,,,,{33353A1E-58F3-4359-B6C7-1CD55D28B94A},
314043.244729225,187910.489342805,108205,202106160508,Landslide Hazard Mapping,Rutherford,,2021/06/16,,Inactive,,Debris,Slide,,,,Stream bank,,,,{B3AFE2B8-FD1C-42CC-92A2-A4D6182A1600},
313978.721687202,188183.514391163,108206,202106160510,Landslide Hazard Mapping,Rutherford,,2021/06/16,,Inactive,,Debris,Slide,,,,Unmodified,,,,{D7A6508A-2DD8-4657-9828-417CF921AFEF},
314423.918325317,189242.545868915,108207,202106160515,Landslide Hazard Mapping,Rutherford,,2021/06/16,,Inactive,,Debris,Slide,,,,Stream bank,,,,{357E49F4-3D0A-4F19-BCA7-0B6F97631C63},
316608.756795202,188318.563299768,108208,202106160519,Landslide Hazard Mapping,Rutherford,,2021/06/16,,Inactive,,Debris,Slide,,,,Road cut,,,,{C2A1F2FA-699F-42E9-8FB6-E61C3BD19FE0},
316901.254433638,187310.271900907,108209,202106160521,Landslide Hazard Mapping,Rutherford,,2021/06/16,,Inactive,,,Slide,,,,Unmodified,,,,{FEA549A3-5DB6-46AC-922A-3223689F8B41},
318342.597347043,188290.513513323,108210,202106160527,Landslide Hazard Mapping,Rutherford,,2021/06/16,,Inactive,,Debris,Slide,,,,Road cut,,,,{438AB24C-AB01-45C3-83C4-381FA3515F42},
318408.653137149,188413.969299436,108211,202106160529,Landslide Hazard Mapping,Rutherford,,2021/06/16,,,,Debris,Slide,,,,Road cut,,,,{86A12081-0FC5-4E10-A9B8-68F4D9CB1487},
318164.764103612,187987.072617322,108212,202106160531,Landslide Hazard Mapping,Rutherford,,2021/06/16,,Inactive,,Debris,Slide,,,,Unmodified,,,,{122E1C8E-A994-49EE-A0FA-4B44AEF6A319},
318060.609320089,187841.25950885,108213,202106160534,Landslide Hazard Mapping,Rutherford,,2021/06/16,,Inactive,,Debris,Slide,,,,Unmodified,,,,{DE700C22-54DE-4238-A4C7-32512D1E3A2B},
317712.943507966,187699.583308363,108214,202106160537,Landslide Hazard Mapping,Rutherford,,2021/06/16,,Inactive,,Debris,Slide,,,,Unmodified,,,,{0605D7D5-27D9-45CE-88A5-7D7473E7A7B5},
318959.771896383,189913.753845843,108215,202106170502,Landslide Hazard Mapping,Rutherford,,202106/17,,Inactive,,Debris,Slide,,,,Stream bank,,,,{8245B37B-D818-4F0A-B358-14F5FE0E4A3F},
318961.032343528,189860.582416641,108216,202106170503,Landslide Hazard Mapping,Rutherford,,202106/17,,Inactive,,Debris,Slide,,,,Stream bank,,,,{4143EEE4-EB7D-4DCA-A6F4-92361E36DA62},
318977.280663411,189836.752992937,108217,202106170504,Landslide Hazard Mapping,Rutherford,,202106/17,,Inactive,,Debris,Slide,,,,Stream bank,,,,{D112C1C0-D533-40D3-8497-BE4600475C72},
318843.621225373,189934.191830896,108218,202106170506,Landslide Hazard Mapping,Rutherford,,2021/06/17,,Inactive,,Debris,Slide,,,,Stream bank,,,,{14C0F3DD-8B4A-4CD0-8FBC-9A60F1D2F251},
319308.304949201,189134.330068531,108219,202106170508,Landslide Hazard Mapping,Rutherford,,2021/06/17,,Inactive,,Debris,Slide,,,,Road cut,,,,{1E463930-E532-47FF-9583-15B69A4831C7},
318922.882570815,189090.955935661,108220,202106170510,Landslide Hazard Mapping,Rutherford,,2021/06/17,,Inactive,,Debris,Slide,,,,Unmodified,,,,{7F82E5D0-E8ED-408E-A228-DB35D68D4DD1},
320176.032158737,189049.227346495,108222,202106170513,Landslide Hazard Mapping,Rutherford,,2021/06/17,,Inactive,,Debris,Slide,,,,Road cut,,,,{C8AD5F75-A6E2-4968-B13B-84E605259750},
320699.382075468,188493.654003721,108223,202106170515,Landslide Hazard Mapping,Rutherford,,2021/06/17,,,,Debris,Slide,,,,Unmodified,,,,{26C1927F-A82B-495C-AA8C-395B63E49733},
320656.572090871,189028.059401428,108224,202106170520,Landslide Hazard Mapping,Rutherford,,2021/06/17,,Inactive,,Debris,Flow,,,,Unmodified,,,,{56F715F5-31F2-4740-9CEC-72E641FD06BC},
316899.333406498,238798.611626324,108567,202106090001,Landslide Hazard Mapping,Yancey,,2021/06/09,,,Extremely rapid (>5 m/sec),Rock,Slide,,Debris,Flow,,,,,{4D785672-37C1-4CB8-9FBB-759E6040BB6C},
329080.56809416,192406.446601488,108568,202106100002,Landslide Hazard Mapping,Rutherford,,2021/06/10,,,,Earth,Slide,,,,Stream bank,,,,{E0E46F8C-664C-4535-B54E-37FCAE1A0A79},
329095.890359997,192403.750102449,108569,202106100003,Landslide Hazard Mapping,Rutherford,,2021/06/10,,,,Earth,Slide,,,,Stream bank,,,,{A5C5FBD4-170F-41AF-9779-7B8BA85738B6},
328843.73936292,190308.176216265,108570,202106100004,Landslide Hazard Mapping,Rutherford,,2021/06/10,,,,Earth,Slide,,,,Stream bank,,,,{B42FE8BE-543C-4349-8B5F-4E8D365FC330},
328237.839341788,190956.557744788,108571,202106100007,Landslide Hazard Mapping,Rutherford,,2021/06/10,,,,Earth,Slide,,,,Stream bank,,,,{63D7D33B-8452-4AB3-BDB1-F137A789A6D8},
328231.440599125,190946.648943387,108572,202106100008,Landslide Hazard Mapping,Rutherford,,2021/06/10,,,,Earth,Slide,,,,Stream bank,,,,{1E040D85-E4C7-43F1-8994-C67482D1A3B9},
328247.357406913,190938.062915012,108573,202106100009,Landslide Hazard Mapping,Rutherford,,2021/06/10,,,,Earth,Slide,,,,Stream bank,,,,{45A237DF-8426-4FF0-A969-23AD8A4B5865},
327662.427745118,191664.94267704,108574,202106100012,Landslide Hazard Mapping,Rutherford,,2021/06/10,,,,Debris,Slide,,,,Road embankment,,,,{307FEEE1-A8DD-4167-90AF-4C265091998E},
326936.419695846,190107.742166933,108575,202106100014,Landslide Hazard Mapping,Rutherford,,2021/06/10,,,,Debris,Slide,,,,Stream bank,,,,{5E05388D-B2E4-4775-8CE5-49C5DADEE130},
325510.47465069,190750.210929761,108576,202106100017,Landslide Hazard Mapping,Rutherford,,2021/06/10,,Active,,Debris,Slide,,,,Unmodified,,,,{6C7C73D4-C8ED-4A16-96FD-E1FAECEEB70E},
324421.318008632,190594.738861347,108577,202106110002,Landslide Hazard Mapping,Rutherford,,2021/06/11,,,,Debris,Slide,,,,Road cut,,,,{410C202B-A0F4-4B23-9FBB-5F1181D0E106},
324717.173004271,190887.209347224,108578,202106110004,Landslide Hazard Mapping,Rutherford,,2021/06/11,,,,Debris,Slide - rotational,,,,Unmodified,,,,{92A6B079-3AB8-4E1C-B576-F0F9054BE5EB},
324737.155203603,191263.21079303,108579,202106110006,Landslide Hazard Mapping,Rutherford,,2021/06/11,,,,Debris,Slide,,,,Unmodified,,,,{7D16D64F-DE28-4C28-AC2C-1FF81F8C6CF5},
324903.984424837,191169.340674823,108580,202106110008,Landslide Hazard Mapping,Rutherford,,2021/06/11,,,,Debris,Slide,,,,Stream bank,,,,{FCEC967E-3F8C-4DA5-B035-1331D6984087},
324982.167899583,190918.546661464,108581,202106110012,Landslide Hazard Mapping,Rutherford,,2021/06/11,,,,Debris,Slide,,,,Road cut,,,,{F1EA5084-B54B-48BE-BF96-2D5D3AB9BFBC},
324638.956328448,190718.112291202,108582,202106110014,Landslide Hazard Mapping,Rutherford,,2021/06/11,,,,Debris,Slide,,,,Stream bank,,,,{BB74BC64-5EAF-4947-80DC-8AB6B3F46E08},
325035.356363235,191564.044482537,108583,202106110016,Landslide Hazard Mapping,Rutherford,,2021/06/11,,,,Debris,Slide,,,,Unmodified,,,,{5953D255-177D-4339-9AD6-0A9BECFEE916},
326068.571822643,191622.56661432,108584,202106110018,Landslide Hazard Mapping,Rutherford,,,,,,Debris,Slide,,,,Stream bank,,,,{51F73C57-0C33-4B35-86E3-49A7839931EB},
326085.832194763,191632.011042576,108585,202106110019,Landslide Hazard Mapping,Rutherford,,,,,,Debris,Slide,,,,Stream bank,,,,{FD3EF262-FCF6-417B-BED7-0B18461F3A2C},
326100.072214912,191615.54080978,108586,202106110020,Landslide Hazard Mapping,Rutherford,,,,,,Debris,Slide,,,,Stream bank,,,,{6BF681B0-8797-46AC-996E-146C05330A18},
326102.951009668,191604.610505246,108587,202106110021,Landslide Hazard Mapping,Rutherford,,,,,,Debris,Slide,,,,Stream bank,,,,{5463E871-8BA0-41CE-9832-1B78CCD49D9C},
325651.536803204,192449.025477774,108588,202106110025,Landslide Hazard Mapping,Rutherford,,,,,,Debris,Slide,,,,Stream bank,,,,{CD50930B-A92D-4E33-BD24-A93BC8CC2BF3},
316317.34341926,188287.866874618,108589,202106150502,Landslide Hazard Mapping,Rutherford,,,,,,Debris,Slide,,,,Unmodified,,,,{6DCE6F8E-2D46-419F-8194-4C63B57F19BB},
316310.322727198,188265.320222914,108592,202106150506,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Debris,Slide,,,,Road embankment,,,,{585A1D41-78A7-4C1C-9B37-96A9A290AA2B},
316069.103889027,188147.232509967,108593,202106150508,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Debris,Slide,,,,Unmodified,,,,{1C9BDF2F-FDB2-41FB-B0C4-3CA749755FBE},
316270.932521147,187659.089880902,108594,202106150511,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Debris,Slide,,,,Road cut,,,,{5479F7D2-2989-4AF9-B408-961CDD4E23B7},
324185.069537586,191572.509851005,108989,202106150022,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Debris,Slide,,,,Road cut,,,,{38C44121-BECD-475A-9928-737110B899BD},
324157.629731634,191690.147932056,108990,202106150024,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Debris,Slide,,,,Road cut,,,,{D59A0D50-FA44-42A4-B0C8-00282F2117B2},
323825.143598103,192322.874175878,108991,202106150026,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Earth,Slide,,,,Stream bank,,,,{A2540E57-6278-4720-97CE-C79A348EC840},
322627.06540711,192226.06287623,108992,202106150028,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Debris,Slide,,,,Unmodified,,,,{362D2441-AF6F-4574-9744-E6992A730D08},
322624.486106243,192234.406667136,108993,202106150028,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Debris,Slide,,,,Unmodified,,,,{D74EF8B5-6A00-4D96-988E-8F23089635F2},
322578.20691732,192251.580037585,108994,202106150028,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Debris,Slide,,,,Unmodified,,,,{E0C894C7-A3AB-4DF7-AA09-E9F50A005E12},
322636.003165955,192259.189847376,108995,202106150032,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Debris,Slide,,,,Stream bank,,,,{E285EC71-7791-4417-B64A-37E0CB47FA5A},
322584.25240183,192222.440174883,108996,202106150034,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Debris,Slide,,,,Unmodified,,,,{84B0D874-9377-4B00-8953-18AB6A6516AB},
322762.364878916,191868.892341997,108997,202106150036,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Earth,Slide,,,,Unmodified,,,,{8BCEFB60-420D-40E0-93C0-479E2AEF581C},
323155.710161696,191360.708800351,108998,202106150037,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Debris,Slide,,,,Road embankment,,,,{349F1F9C-8FCD-4F88-9483-36ADF7CED89E},
323147.652281413,191344.491926298,108999,202106150038,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Debris,Slide,,,,Road embankment,,,,{6E20CE9D-B060-46BD-8F29-43B1EA01851C},
323348.552095664,191136.020849472,109000,202106150039,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Debris,Slide,,,,Stream bank,,,,{0E823064-04FC-4C2E-A47C-CD35D5C79729},
323365.440032665,191112.127419531,109001,202106150040,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Debris,Slide,,,,Stream bank,,,,{BF800EFD-5645-4FF7-AA4E-875B99396496},
323264.945143759,191124.877944425,109002,202106150042,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Debris,Slide,,,,Stream bank,,,,{163B48B4-5E33-4C44-9C43-B75D4B4FD487},
323052.932604951,190245.568568323,109003,202106150002,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Debris,Slide,,,,Road cut,,,,{48E15EF3-4BC3-432B-8623-F07F227C43FF},
322977.96637613,190229.095050966,109004,202106150005,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Debris,Slide,,,,Road cut,,,,{26339FE4-B1E2-4D8F-A52D-6D9BF0DA5EAF},
323373.19849835,190100.216875082,109005,202106150006,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Debris,Slide,,,,Road cut,,,,{826D059F-B160-4ED4-8239-64EDC94B22B8},
322726.377698186,190483.936096372,109006,202106150006,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Debris,Slide,,,,Unmodified,,,,{7BE7D6A4-C160-4C9D-A27E-726B8AB13CC2},
322783.194392736,191217.612163007,109007,202106150008,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Debris,Slide,,,,Road cut,,,,{D3E3C0EB-8065-4E2E-AB3A-AF43025AA3D4},
322789.606369394,191220.980103964,109008,202106150009,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Debris,Slide,,,,Road cut,,,,{8EFFA6F5-CF39-4683-96DF-DAFA2BDE9594},
321938.722939152,192129.186049633,109009,202106150010,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Debris,Slide,,,,Unmodified,,,,{2C3DE88D-D59C-4573-B49F-4D1C97213F42},
321931.870499693,192103.618485834,109010,202106150011,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Debris,Slide,,,,Unmodified,,,,{801332EA-F348-4E62-AD6F-58C94D87E1F2},
322089.130821105,192585.618520061,109011,202106150013,Landslide Hazard Mapping,Rutherford,,2021/06/15,,,,Debris,Slide,,,,Road cut,,,,{46F22A81-8544-49BF-ADD1-970306C9DEF2},
